,DBN,SchoolName,SchoolType,Rating
399,X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),Middle,4.0
400,X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,Middle,3.0
401,X498,PS/MS 11X498 - VAN NEST ACADEMY,K-8,5.0
402,X529,One World Middle School at Edenwald,Middle,3.0
403,X532,Baychester Middle School,Middle,3.0
404,X556,Bronx Park Middle School,Middle,
405,X566,Pelham Gardens Middle School,Middle,
406,X006,P.S. 006 West Farms,Elementary,3.0
407,X044,P.S. 044 David C. Farragut,Elementary,4.0
408,X047,P.S. 047 John Randolph,Elementary,3.0
409,X050,P.S. 050 Clara Barton,Elementary,
410,X057,P.S. 057 Crescent,Elementary,3.0
411,X061,P.S. 061 Francisco Oller,Elementary,4.0
412,X066,P.S. 066 School of Higher Expectations,Elementary,4.0
413,X067,P.S. 067 Mohegan School,Elementary,3.0
414,X092,P.S. 092 Bronx,Elementary,3.0
415,X098,J.H.S. 098 Herman Ridder,Middle,5.0
416,X102,P.S. 102 Joseph O. Loretan,Elementary,
417,X129,P.S. 129 Twin Parks Upper,Middle,5.0
418,X134,P.S. 134 George F. Bristow,Elementary,4.0
419,X150,P.S. 150 Charles James Fox,Elementary,4.0
420,X190,E.S.M.T- I.S. 190,Middle,2.0
421,X195,P.S. 195,Elementary,2.0
422,X196,P.S. 196,Elementary,5.0
423,X211,P.S. 211,K-8,4.0
424,X212,P.S. 212,K-8,1.0
425,X214,P.S. 214,K-8,4.0
426,X217,School of Performing Arts,Middle,3.0
427,X242,Mott Hall V,Middle,4.0
428,X245,New Day Academy,Middle,
429,X267,Bronx Latin,Middle,5.0
430,X271,East Bronx Academy for the Future,Middle,4.0
431,X273,Frederick Douglass Academy V. Middle School,Middle,4.0
432,X286,Fannie Lou Hamer Middle School,Middle,3.0
433,X300,The School of Science and Applied Learning,Elementary,5.0
434,X316,Kappa III,Middle,4.0
435,X318,"I.S. X318 Math, Science & Technology Through Arts",Middle,5.0
436,X341,Accion Academy,Middle,4.0
437,X372,Urban Assembly School for Wildlife Conservation,Middle,4.0
438,X383,Emolior Academy,Middle,4.0
439,X384,Entrada Academy,Middle,3.0
440,X463,URBAN SCHOLARS COMMUNITY SCHOOL,Elementary,3.0
441,X691,Bronx Little School,Elementary,3.0
442,K003,P.S. 003 The Bedford Village,Elementary,3.0
443,K008,P.S. 008 Robert Fulton,Elementary,3.0
444,K009,P.S. 009 Teunis G. Bergen,Elementary,4.0
445,K011,P.S. 011 Purvis J. Behan,Elementary,5.0
446,K020,P.S. 020 Clinton Hill,Elementary,4.0
447,K044,P.S. 044 Marcus Garvey,Elementary,3.0
448,K046,P.S. 046 Edward C. Blum,Elementary,5.0
449,K054,P.S. 054 Samuel C. Barnes,Elementary,4.0
450,K056,P.S. 056 Lewis H. Latimer,Elementary,5.0
451,K067,P.S. 067 Charles A. Dorsey,Elementary,1.0
452,K093,P.S. 093 William H. Prescott,Elementary,2.0
453,K103,Satellite Three,Middle,
454,K113,M.S. 113 Ronald Edmonds Learning Center,Middle,1.0
455,K133,P.S. 133 William A. Butler,Elementary,3.0
456,K256,P.S. 256 Benjamin Banneker,Elementary,5.0
457,K265,Dr. Susan S. McKinney Secondary School of the Arts,Middle,3.0
458,K266,M.S. K266 - Park Place Community Middle School,Middle,3.0
459,K270,P.S. 270 Johann DeKalb,Elementary,2.0
460,K282,P.S. 282 Park Slope,K-8,3.0
461,K287,P.S. 287 Bailey K. Ashford,Elementary,3.0
462,K301,Satellite East Middle School,Middle,3.0
463,K305,P.S. 305 Dr. Peter Ray,Elementary,3.0
464,K307,P.S. 307 Daniel Hale Williams,Elementary,3.0
465,K313,Satellite West Middle School,Middle,4.0
466,K351,The Urban Assembly Unison School,Middle,
467,K492,Academy of Arts and Letters,Middle,4.0
468,K527,Urban Assembly Institute of Math and Science for Young Women,Middle,3.0
469,K571,M.S. 571,Middle,
470,K596,MS 596 Peace Academy,Middle,4.0
471,K691,FORT GREENE PREPARATORY ACADEMY,Middle,3.0
472,K016,P.S. 016 Leonard Dunkly,Elementary,3.0
473,K017,P.S. 017 Henry D. Woodworth,Elementary,4.0
474,K018,P.S. 018 Edward Bush,Elementary,3.0
475,K019,P.S. 019 Roberto Clemente,Elementary,
476,K023,P.S. 023 Carter G. Woodson,Elementary,4.0
477,K031,P.S. 031 Samuel F. Dupont,Elementary,5.0
478,K034,P.S. 034 Oliver H. Perry,Elementary,4.0
479,K050,J.H.S. 050 John D. Wells,Middle,4.0
480,K059,P.S. 059 William Floyd,Elementary,3.0
481,K071,Juan Morel Campos Secondary School,Middle,3.0
482,K084,P.S. 084 Jose De Diego,Elementary,3.0
483,K110,P.S. 110 The Monitor,Elementary,3.0
484,K120,P.S. 120 Carlos Tapia,Elementary,4.0
485,K126,John Ericsson Middle School 126,Middle,5.0
486,K132,P.S. 132 The Conselyea School,Elementary,3.0
487,K147,P.S. 147 Isaac Remsen,Elementary,3.0
488,K157,P.S. 157 Benjamin Franklin,K-8,4.0
489,K196,P.S. 196 Ten Eyck,Elementary,5.0
490,K250,P.S. 250 George H. Lindsay,Elementary,3.0
491,K257,P.S. 257 John F. Hylan,Elementary,5.0
492,K297,P.S. 297 Abraham Stockton,Elementary,4.0
493,K318,I.S. 318 Eugenio Maria De Hostos,Middle,3.0
494,K330,The Urban Assembly School for the Urban Environment,Middle,4.0
495,K380,P.S. 380 John Wayne Elementary,Elementary,5.0
496,K577,Conselyea Preparatory School,Middle,3.0
497,K582,M.S. 582,Middle,5.0
498,K586,Lyons Community School,Middle,2.0
499,K614,Young Women's Leadership School of Brooklyn,Middle,3.0
500,K001,P.S. 001 The Bergen,Elementary,4.0
501,K010,"Magnet School of Math, Science and Design Technology",Elementary,5.0
502,K015,P.S. 015 Patrick F. Daly,Elementary,
503,K024,P.S. 024,Elementary,3.0
504,K029,P.S. 029 John M. Harrigan,Elementary,5.0
505,K032,P.S. 032 Samuels Mills Sprole,Elementary,3.0
506,K038,P.S. 038 The Pacific,Elementary,3.0
507,K039,P.S. 039 Henry Bristow,Elementary,5.0
508,K051,M.S. 51 William Alexander,Middle,5.0
509,K058,P.S. 058 The Carroll,Elementary,4.0
510,K088,J.H.S. 088 Peter Rouget,Middle,5.0
511,K094,P.S. 094 The Henry Longfellow,Elementary,3.0
512,K107,P.S. 107 John W. Kimball,Elementary,4.0
513,K124,P.S. 124 Silas B. Dutcher,Elementary,4.0
514,K130,P.S. 130 The Parkside,Elementary,4.0
515,K131,P.S. 131 Brooklyn,Elementary,5.0
516,K136,I.S. 136 Charles O. Dewey,Middle,4.0
517,K146,P.S. 146,Elementary,5.0
518,K154,Magnet School for Science & Technology,Elementary,3.0
519,K169,P.S. 169 Sunset Park,Elementary,3.0
520,K172,P.S. 172 Beacon School of Excellence,Elementary,5.0
521,K230,P.S. 230 Doris L. Cohen,Elementary,4.0
522,K261,P.S. 261 Philip Livingston,Elementary,3.0
523,K295,P.S. 295,Elementary,5.0
524,K321,P.S. 321 William Penn,Elementary,5.0
525,K418,The Children's School,Elementary,4.0
526,K429,Brooklyn School for Global Studies,Middle,3.0
527,K442,M.S. 442 Carroll Gardens School for Innovation,Middle,5.0
528,K443,New Voices School of Academic & Creative Arts,Middle,5.0
529,K447,The Math & Science Exploratory School,Middle,4.0
530,K448,Brooklyn Secondary School for Collaborative Studies,Middle,3.0
531,K462,Secondary School for Law,Middle,
532,K463,Secondary School for Journalism,Middle,
533,K464,Park Slope Collegiate,Middle,3.0
534,K497,School for International Studies,Middle,2.0
535,K592,Khalil Gibran International Academy,Middle,
536,K676,RED HOOK NEIGHBORHOOD SCHOOL,Elementary,4.0
537,K821,Sunset Park Prep,Middle,5.0
538,K005,P.S. 005 Dr. Ronald Mcnair,Elementary,2.0
539,K021,P.S. 021 Crispus Attucks,Elementary,4.0
540,K025,P.S. 025 Eubie Blake School,Elementary,2.0
541,K026,P.S. 026 Jesse Owens,Elementary,5.0
542,K028,P.S. 028 The Warren Prep Academy,Elementary,2.0
543,K035,M.S. 035 Stephen Decatur,Middle,3.0
544,K040,P.S. 040 George W. Carver,Elementary,5.0
545,K057,J.H.S. 057 Whitelaw Reid,Middle,4.0
546,K081,P.S. 081 Thaddeus Stevens,Elementary,5.0
547,K243,P.S. 243K- The Weeksville School,Elementary,4.0
548,K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,K-8,3.0
549,K267,"M.S. 267 Math, Science & Technology",Middle,3.0
550,K308,P.S. 308 Clara Cardwell,K-8,5.0
551,K309,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,3.0
552,K335,P.S. 335 Granville T. Woods,Elementary,2.0
553,K385,"School of Business, Finance and Entrepreneurship",Middle,2.0
554,K393,Frederick Douglass Academy IV Secondary School,Middle,
555,K534,Upper School @ P.S. 25,Middle,3.0
556,K584,M.S. 584,Middle,3.0
557,K627,Brighter Choice Community School,Elementary,5.0
558,K628,Brooklyn Brownstone School,Elementary,4.0
559,K636,Young Scholars' Academy for Discovery and Exploration,Elementary,3.0
560,K681,Madiba Prep Middle School,Middle,
561,K002,Parkside Preparatory Academy,Middle,3.0
562,K006,P.S. 006,Elementary,4.0
563,K012,Dr. Jacqueline Peek-Davis School,Elementary,1.0
564,K022,P.S. 022,Elementary,
565,K061,M.S. 061 Dr. Gladstone H. Atwell,Middle,2.0
566,K091,P.S. 091 The Albany Avenue School,Elementary,3.0
567,K092,P.S. 092 Adrian Hegeman,Elementary,3.0
568,K138,P.S. 138 Brooklyn,K-8,5.0
569,K161,P.S. 161 The Crown,K-8,4.0
570,K167,P.S. 167 The Parkway,Elementary,
571,K181,P.S. 181 Brooklyn,K-8,3.0
572,K189,P.S. 189 Lincoln Terrace,K-8,3.0
573,K191,P.S. 191 Paul Robeson,Elementary,2.0
574,K221,P.S. 221 Toussaint L'Ouverture,Elementary,4.0
575,K241,P.S. 241 Emma L. Johnston,Elementary,4.0
576,K246,M.S. 246 Walt Whitman,Middle,4.0
577,K249,P.S. 249 The Caton,Elementary,5.0
578,K289,P.S. 289 George V. Brower,Elementary,5.0
579,K316,P.S. 316 Elijah Stroud,Elementary,5.0
580,K334,Middle School for Academic and Social Excellence,Middle,3.0
581,K340,I.S. 340,Middle,3.0
582,K352,Ebbets Field Middle School,Middle,3.0
583,K353,Elijah Stroud Middle School,Middle,2.0
584,K354,The School of Integrated Learning,Middle,5.0
585,K375,P.S. 375 Jackie Robinson School,Elementary,4.0
586,K382,Academy for College Preparation and Career Exploration: A College Board School,Middle,2.0
587,K394,M.S. K394,K-8,4.0
588,K397,P.S. 397 Foster-Laurie,Elementary,3.0
589,K398,P.S. 398 Walter Weaver,Elementary,4.0
590,K399,P.S. 399 Stanley Eugene Clark,Elementary,3.0
591,K484,Ronald Edmonds Learning Center II,Middle,4.0
592,K531,"School for Human Rights, The",Middle,4.0
593,K533,School for Democracy and Leadership,Middle,2.0
594,K543,"Science, Technology and Research Early College High School at Erasmus",Middle,3.0
595,K587,Middle School for the Arts,Middle,
596,K590,Medgar Evers College Preparatory School,Middle,4.0
597,K722,New Heights Middle School,Middle,
598,K066,P.S. 66,K-8,4.0
599,K068,I.S. 068 Isaac Bildersee,Middle,3.0
600,K114,P.S. 114 Ryder Elementary,Elementary,3.0
601,K115,P.S. 115 Daniel Mucatel School,Elementary,3.0
602,K135,P.S. 135 Sheldon A. Brookner,Elementary,3.0
603,K208,P.S. 208 Elsa Ebeling,Elementary,3.0
604,K211,I.S. 211 John Wilson,Middle,
605,K219,P.S. 219 Kennedy-King,Elementary,4.0
606,K233,P.S. 233 Langston Hughes,Elementary,3.0
607,K235,P.S. 235 Lenox School,K-8,4.0
608,K244,P.S. 244 Richard R. Green,Elementary,4.0
609,K268,P.S. 268 Emma Lazarus,Elementary,3.0
610,K272,P.S. 272 Curtis Estabrook,Elementary,4.0
611,K276,P.S. 276 Louis Marshall,Elementary,2.0
612,K279,P.S. 279 Herman Schreiber,Elementary,3.0
613,K285,I.S. 285 Meyer Levin,Middle,3.0
614,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,Middle,5.0
615,K581,East Flatbush Community Research School,Middle,4.0
616,K588,Middle School for Art and Philosophy,Middle,3.0
617,K598,Middle School of Marketing and Legal Studies,Middle,3.0
618,K007,P.S. 007 Abraham Lincoln,Elementary,3.0
619,K013,P.S. 013 Roberto Clemente,Elementary,4.0
620,K065,P.S. 065,Elementary,4.0
621,K089,P.S. 089 Cypress Hills,K-8,4.0
622,K108,P.S. 108 Sal Abbracciamento,Elementary,5.0
623,K149,P.S. 149 Danny Kaye,Elementary,2.0
624,K158,P.S. 158 Warwick,Elementary,3.0
625,K159,P.S. 159 Isaac Pitkin,Elementary,3.0
626,K166,J.H.S. 166 George Gershwin,Middle,
627,K171,I.S. 171 Abraham Lincoln,Middle,4.0
628,K174,P.S. 174 Dumont,K-8,
629,K190,P.S. 190 Sheffield,Elementary,5.0
630,K202,P.S. 202 Ernest S. Jenkyns,K-8,2.0
631,K213,P.S. 213 New Lots,Elementary,2.0
632,K214,P.S. 214 Michael Friedsam,Elementary,4.0
633,K218,J.H.S. 218 James P. Sinnott,Middle,5.0
634,K224,P.S. 224 Hale A. Woodruff,Elementary,3.0
635,K260,P.S. 260 Breuckelen,Elementary,
636,K273,P.S. 273 Wortman,Elementary,3.0
637,K290,P.S. 290 Juan Morel Campos,Elementary,4.0
638,K292,J.H.S. 292 Margaret S. Douglas,Middle,4.0
639,K302,J.H.S. 302 Rafael Cordero,Middle,
640,K306,P.S. 306 Ethan Allen,K-8,3.0
641,K311,Essence School,Middle,3.0
642,K328,P.S. 328 Phyllis Wheatley,K-8,3.0
643,K345,P.S. 345 Patrolman Robert Bolden,Elementary,4.0
644,K346,P.S. 346 Abe Stark,Elementary,4.0
645,K364,I.S. 364 Gateway,Middle,3.0
646,K409,East New York Family Academy,Middle,3.0
647,K422,Spring Creek Community School,Middle,
648,K452,Frederick Douglass Academy VIII Middle School,Middle,3.0
649,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,Elementary,3.0
650,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,Middle,3.0
651,K030,I.S. 30 Mary White Ovington,Middle,4.0
652,K048,P.S. 048 Mapleton,Elementary,3.0
653,K062,J.H.S. 062 Ditmas,Middle,5.0
654,K069,P.S. 69 Vincent D. Grippo School,Elementary,5.0
655,K102,P.S. 102 The Bayview,Elementary,3.0
656,K104,P.S./I.S. 104 The Fort Hamilton School,K-8,4.0
657,K105,P.S. 105 The Blythebourne,Elementary,5.0
658,K112,P.S. 112 Lefferts Park,Elementary,5.0
659,K127,P.S. 127 Mckinley Park,Elementary,3.0
660,K160,P.S. 160 William T. Sampson,Elementary,5.0
661,K163,P.S. 163 Bath Beach,K-8,5.0
662,K164,P.S. 164 Caesar Rodney,Elementary,5.0
663,K170,Ralph A. Fabrizio School,Elementary,5.0
664,K176,P.S. 176 Ovington,Elementary,5.0
665,K179,P.S. 179 Kensington,Elementary,2.0
666,K180,The SEEALL Academy,K-8,5.0
667,K185,P.S. 185 Walter Kassenbrock,Elementary,3.0
668,K186,P.S. 186 Dr. Irving A Gladstone,Elementary,4.0
669,K187,The Christa McAuliffe School\I.S. 187,Middle,5.0
670,K192,P.S. 192 - The Magnet School for Math and Science Inquiry,K-8,5.0
671,K200,P.S. 200 Benson School,Elementary,4.0
672,K201,J.H.S. 201 The Dyker Heights,Middle,5.0
673,K204,P.S. 204 Vince Lombardi,Elementary,4.0
674,K205,P.S. 205 Clarion,Elementary,3.0
675,K220,J.H.S. 220 John J. Pershing,Middle,5.0
676,K223,J.H.S. 223 The Montauk,Middle,5.0
677,K227,J.H.S. 227 Edward B. Shallow,Middle,5.0
678,K229,P.S. 229 Dyker,K-8,5.0
679,K247,P.S. 247 Brooklyn,Elementary,5.0
680,K259,J.H.S. 259 William Mckinley,Middle,5.0
681,K503,PS 503: The School of Discovery,Elementary,4.0
682,K506,P.S. 506: The School of Journalism & Technology,Elementary,5.0
683,K609,Urban Assembly School for Criminal Justice,Middle,5.0
684,K682,THE ACADEMY OF TALENTED SCHOLARS,Elementary,5.0
685,K686,BROOKLYN SCHOOL OF INQUIRY,Elementary,4.0
686,K090,P.S. 90 Edna Cohen School,Elementary,
687,K095,P.S. 095 The Gravesend,K-8,5.0
688,K096,I.S. 096 Seth Low,Middle,5.0
689,K097,P.S. 97 The Highlawn,Elementary,5.0
690,K098,I.S. 98 Bay Academy,Middle,5.0
691,K099,P.S. 099 Isaac Asimov,K-8,2.0
692,K100,P.S. 100 The Coney Island School,Elementary,3.0
693,K101,P.S. 101 The Verrazano,Elementary,5.0
694,K121,P.S. 121 Nelson A. Rockefeller,K-8,3.0
695,K128,P.S. 128 Bensonhurst,Elementary,3.0
696,K153,P.S. 153 Homecrest,Elementary,4.0
697,K177,P.S. 177 The Marlboro,Elementary,4.0
698,K188,P.S. 188 Michael E. Berdy,Elementary,
699,K199,P.S. 199 Frederick Wachtel,Elementary,5.0
700,K209,P.S. 209 Margaret Mead,K-8,5.0
701,K212,P.S. 212 Lady Deborah Moody,Elementary,3.0
702,K215,P.S. 215 Morris H. Weiss,Elementary,4.0
703,K216,P.S. 216 Arturo Toscanini,Elementary,5.0
704,K225,P.S. K225 - The Eileen E. Zaglin,K-8,4.0
705,K226,P.S. 226 Alfred De B.Mason,K-8,4.0
706,K228,I.S. 228 David A. Boody,Middle,4.0
707,K238,P.S. 238 Anne Sullivan,K-8,5.0
708,K239,Mark Twain I.S. 239 for the Gifted & Talented,Middle,4.0
709,K253,P.S. 253,Elementary,5.0
710,K281,I.S. 281 Joseph B Cavallaro,Middle,4.0
711,K288,P.S. 288 The Shirley Tanyhill,K-8,
712,K303,I.S. 303 Herbert S. Eisenberg,Middle,4.0
713,K329,P.S. 329 Surfside,Elementary,
714,K468,Kingsborough Early College School,Middle,5.0
715,K690,Brooklyn Studio Secondary School,Middle,3.0
716,K014,J.H.S. 014 Shell Bank,Middle,4.0
717,K052,P.S. 052 Sheepshead Bay,Elementary,4.0
718,K078,J.H.S. 078 Roy H. Mann,Middle,3.0
719,K109,P.S. 109,K-8,4.0
720,K119,P.S. 119 Amersfort,Elementary,4.0
721,K134,P.S. K134,Elementary,5.0
722,K139,P.S. 139 Alexine A. Fenty,Elementary,3.0
723,K152,School of Science & Technology,Elementary,4.0
724,K193,P.S. 193 Gil Hodges,Elementary,5.0
725,K194,P.S. 194 Raoul Wallenberg,Elementary,4.0
726,K195,P.S. 195 Manhattan Beach,Elementary,4.0
727,K197,P.S. 197 - The Kings Highway Academy,Elementary,5.0
728,K198,P.S. 198 Brooklyn,Elementary,4.0
729,K203,P.S. 203 The School for Future Leaders,Elementary,4.0
730,K206,P.S. 206 Joseph F Lamb,K-8,4.0
731,K207,P.S. 207 Elizabeth G. Leary,K-8,3.0
732,K217,P.S. 217 Colonel David Marcus School,Elementary,3.0
733,K222,P.S. 222 Katherine R. Snyder,Elementary,4.0
734,K234,J.H.S. 234 Arthur W. Cunningham,Middle,4.0
735,K236,P.S. 236 Mill Basin,Elementary,3.0
736,K240,Andries Hudde,Middle,3.0
737,K245,P.S. 245,Elementary,4.0
738,K251,P.S. 251 Paerdegat,Elementary,4.0
739,K254,P.S. 254 Dag Hammarskjold,Elementary,4.0
740,K255,P.S. 255 Barbara Reing School,Elementary,5.0
741,K269,P.S. 269 Nostrand,Elementary,4.0
742,K277,P.S. 277 Gerritsen Beach,Elementary,3.0
743,K278,J.H.S. 278 Marine Park,Middle,3.0
744,K312,P.S. 312 Bergen Beach,Elementary,3.0
745,K315,P.S. K315,Elementary,4.0
746,K381,I. S. 381,Middle,3.0
747,K555,Brooklyn College Academy,Middle,5.0
748,K041,P.S. 041 Francis White,K-8,3.0
749,K073,P.S. 073 Thomas S. Boyland,K-8,
750,K137,P.S./I.S. 137 Rachel Jean Mitchell,K-8,5.0
751,K150,P.S. 150 Christopher,Elementary,3.0
752,K155,P.S./ I.S. 155 Nicholas Herkimer,K-8,3.0
753,K156,P.S. 156 Waverly,Elementary,4.0
754,K165,P.S. 165 Ida Posner,K-8,3.0
755,K178,P.S. 178 Saint Clair Mckelway,K-8,3.0
756,K184,P.S. 184 Newport,K-8,3.0
757,K284,P.S. 284 Lew Wallace,K-8,4.0
758,K298,P.S. 298 Dr. Betty Shabazz,K-8,3.0
759,K323,P.S./I.S. 323,K-8,3.0
760,K327,P.S. 327 Dr. Rose B. English,K-8,3.0
761,K332,P.S. 332 Charles H. Houston,K-8,
762,K363,Brownsville Collaborative Middle School,Middle,
763,K392,I.S. 392,Middle,4.0
764,K493,Brooklyn Collegiate: A College Board School,Middle,
765,K518,Kappa V,Middle,4.0
766,K522,Mott Hall IV,Middle,2.0
767,K631,General D. Chappie James Elementary School of Science,Elementary,
768,K634,General D. Chappie James Middle School of Science,Middle,
769,K644,Eagle Academy for Young Men II,Middle,3.0
770,K671,MOTT HALL BRIDGES ACADEMY,Middle,5.0
771,K697,Teachers Preparatory High School,Middle,3.0
772,Q005,I.S. 5 - The Walter Crowley Intermediate School,Middle,4.0
773,Q012,P.S. 012 James B. Colgate,Elementary,4.0
774,Q013,P.S. 013 Clement C. Moore,Elementary,4.0
775,Q014,P.S. 014 Fairview,Elementary,4.0
776,Q016,P.S. Q016 The Nancy DeBenedittis School,Elementary,4.0
777,Q019,P.S. 019 Marino Jeantet,Elementary,4.0
778,Q049,P.S. 049 Dorothy Bonawit Kole,K-8,4.0
779,Q058,P.S. 58 - School of Heroes,Elementary,4.0
780,Q061,I.S. 061 Leonardo Da Vinci,Middle,3.0
781,Q068,P.S. 068 Cambridge,Elementary,4.0
782,Q071,P.S. 071 Forest,Elementary,4.0
783,Q073,I.S. 73 - The Frank Sansivieri Intermediate School,Middle,4.0
784,Q077,I.S. 077,Middle,4.0
785,Q081,P.S. 81Q Jean Paul Richter,Elementary,4.0
786,Q087,P.S./I.S. 87,K-8,4.0
787,Q088,P.S. 088 Seneca,Elementary,2.0
788,Q089,P.S. 089 Elmhurst,Elementary,5.0
789,Q091,P.S. 091 Richard Arkwright,Elementary,3.0
790,Q093,I.S. 093 Ridgewood,Middle,4.0
791,Q102,P.S. 102 Bayview,K-8,5.0
792,Q113,P.S./I.S. 113 Anthony J. Pranzo,K-8,4.0
793,Q119,I.S. 119 The Glendale,Middle,4.0
794,Q125,I.S. 125 Thom J. McCann Woodside,Middle,5.0
795,Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",K-8,3.0
796,Q143,P.S. 143 Louis Armstrong,Elementary,3.0
797,Q153,P.S. 153 Maspeth Elem,Elementary,4.0
798,Q199,P.S. 199 Maurice A. Fitzgerald,Elementary,5.0
799,Q229,P.S. 229 Emanuel Kaplan,Elementary,5.0
800,Q239,P.S. 239,Elementary,3.0
801,Q307,Pioneer Academy,Elementary,4.0
802,Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Middle,4.0
803,Q877,The 51 Avenue Academy (The Path To Academic Excellence),Elementary,4.0
804,Q020,P.S. 020 John Bowne,Elementary,4.0
805,Q021,P.S. 021 Edward Hart,Elementary,4.0
806,Q022,P.S. 022 Thomas Jefferson,Elementary,5.0
807,Q024,P.S. 024 Andrew Jackson,Elementary,5.0
808,Q025,I.S. 025 Adrien Block,Middle,5.0
809,Q029,P.S. 029 Queens,Elementary,4.0
